task_id,task_num,primary_family,confidence,candidate_flags,n_train,n_test,n_arc_gen,n_examples,shape_relation,same_shape_examples,expand_examples,shrink_examples,mixed_examples,input_shape_modes,output_shape_modes,input_colors,output_colors,new_output_colors,input_color_list,output_color_list,new_output_color_list,all_identity,global_mapping_consistent,global_mapping,mapping_conflicts,fixed_geometric_transforms,local_3x3_score,local_3x3_conflicts,local_3x3_samples,input_nonzero_preserved_ratio,added_nonzero_cells,changed_cells,notes
task064,64,pattern_completion,low,mostly_preserves_input_adds_or_changes,4,1,262,267,same_shape_variable_size,267,0,0,0,24x17:5;19x21:4;22x9:4;18x20:4;16x13:4,24x17:5;19x21:4;22x9:4;18x20:4;16x13:4,123456789,123456789,,"[1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,"{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",2206,,0.971427,452,15819,0.970573,0,2206,Output preserves input and adds missing pattern cells.
task065,65,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,3x3:46;11x11:41;13x13:40;5x5:39;7x7:39,1x1:46;5x5:41;6x6:40;2x2:39;3x3:39,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task066,66,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,11x11:31;14x14:29;12x12:29;10x10:28;19x19:25,11x11:31;14x14:29;12x12:29;10x10:28;19x19:25,0238,0238,,"[0,2,3,8]","[0,2,3,8]",[],False,False,"{""0"":0,""2"":2,""3"":3,""8"":8}",4119,,0.930526,952,13703,1.0,4119,4119,Output preserves input and adds missing pattern cells.
task067,67,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,2x6:80;4x12:74;3x9:58;5x15:54,2x2:80;4x4:74;3x3:58;5x5:54,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task068,68,mask_object_selection,low,same_shape_nonlocal_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,10x10:266,10x10:266,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":0,""2"":0,""3"":0,""4"":4,""5"":0,""6"":6,""7"":0,""8"":0,""9"":0}",3900,,0.973333,160,6000,0.03999,1502,9256,"Same shape; cells/objects are kept, removed, or highlighted."
task069,69,mask_object_selection,low,same_shape_nonlocal_changes,2,1,261,264,same_shape_variable_size,264,0,0,0,10x10:264,10x10:264,0123456789,012345679,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,9]",[],False,False,"{""0"":0,""1"":0,""2"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":7,""9"":0}",3786,,0.884,696,6000,0.0,0,5804,"Same shape; cells/objects are kept, removed, or highlighted."
task070,70,same_shape_local_rule,medium,local_3x3_consistent|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,17x17:266,17x17:266,018,0138,3,"[0,1,8]","[0,1,3,8]",[3],False,False,"{""0"":0,""1"":1,""8"":8}",3486,,0.998847,20,17340,0.894162,0,3486,Same shape; output appears explainable by local neighborhoods.
task071,71,mask_object_selection,low,same_shape_nonlocal_changes,2,1,262,265,same_shape_variable_size,265,0,0,0,16x16:265,16x16:265,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":0,""2"":2,""3"":0,""4"":0,""5"":5,""6"":6,""7"":7,""8"":0,""9"":0}",6032,,0.966797,510,15360,0.585078,0,4260,"Same shape; cells/objects are kept, removed, or highlighted."
task072,72,cropping_extraction,medium,shape_shrinks|new_output_colors,4,2,262,268,shrinks,0,0,268,0,13x5:268,6x5:268,024,03,3,"[0,2,4]","[0,3]",[3],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task073,73,same_shape_local_rule,medium,local_3x3_consistent,3,1,11,15,same_shape_variable_size,15,0,0,0,5x5:15,5x5:15,015,015,,"[0,1,5]","[0,1,5]",[],False,False,"{""0"":0,""1"":0,""5"":5}",24,,1.0,0,375,0.609756,0,48,Same shape; output appears explainable by local neighborhoods.
task074,74,pattern_completion,low,mostly_preserves_input_adds_or_changes,4,1,262,267,same_shape_variable_size,267,0,0,0,30x30:267,30x30:267,0123456789,012345678,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":0}",14637,,0.960852,2114,54000,0.87073,0,21717,Output preserves input and adds missing pattern cells.
task075,75,mask_object_selection,low,same_shape_nonlocal_changes,3,1,261,265,same_shape_variable_size,265,0,0,0,9x13:265,9x13:265,0123456789,023456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":4,""1"":6,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",24734,,0.693875,2149,7020,0.799531,9568,10764,"Same shape; cells/objects are kept, removed, or highlighted."
task076,76,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,15x14:37;14x13:35;13x15:31;15x13:31;13x13:30,15x14:37;14x13:35;13x15:31;15x13:31;13x13:30,01234,01234,,"[0,1,2,3,4]","[0,1,2,3,4]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4}",2265,,0.938073,723,11675,1.0,2265,2265,Output preserves input and adds missing pattern cells.
task077,77,same_shape_local_rule,medium,local_3x3_consistent|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,17x18:21;15x15:19;20x19:19;15x16:18;20x20:18,17x18:21;15x15:19;20x19:19;15x16:18;20x20:18,012356789,0123456789,4,"[0,1,2,3,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[4],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",3365,,0.998117,34,18053,0.926512,0,3365,Same shape; output appears explainable by local neighborhoods.
task078,78,mask_object_selection,low,same_shape_nonlocal_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,10x10:266,10x10:266,012,012,,"[0,1,2]","[0,1,2]",[],False,False,"{""0"":0,""1"":1,""2"":0}",3368,,0.9225,465,6000,0.712349,2334,4668,"Same shape; cells/objects are kept, removed, or highlighted."
task079,79,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,14x14:266,3x3:266,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task080,80,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,29x29:89;24x24:53;27x27:48;26x26:41;31x31:35,29x29:89;24x24:53;27x27:48;26x26:41;31x31:35,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",18032,,0.863614,6139,45012,1.0,18032,18032,Output preserves input and adds missing pattern cells.
task081,81,fill_enclosed_regions,medium,adds_new_color_preserves_input|local_3x3_consistent|new_output_colors,2,1,261,264,same_shape_variable_size,264,0,0,0,7x7:264,7x7:264,08,018,1,"[0,8]","[0,1,8]",[1],False,False,"{""0"":0,""8"":8}",634,,1.0,0,2940,1.0,634,634,Same shape; input is mostly preserved while new fill or marking cells are added.
task082,82,pattern_completion,low,mostly_preserves_input_adds_or_changes,2,1,262,265,same_shape_variable_size,265,0,0,0,6x9:32;6x15:28;6x7:26;6x13:26;6x14:26,6x9:32;6x15:28;6x7:26;6x13:26;6x14:26,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",5512,,0.757167,864,3558,1.0,5512,5512,Output preserves input and adds missing pattern cells.
task083,83,expansion_tiling,medium,shape_expands,3,1,262,266,expands,0,266,0,0,3x4:266,6x8:266,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task084,84,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,171,175,same_shape_variable_size,175,0,0,0,15x15:10;3x3:10;7x7:10;10x10:10;20x20:9,15x15:10;3x3:10;7x7:10;10x10:10;20x20:9,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",3824,,0.866611,1276,9566,1.0,3824,3824,Output preserves input and adds missing pattern cells.
task085,85,pattern_completion,low,mostly_preserves_input_adds_or_changes,2,1,262,265,same_shape_variable_size,265,0,0,0,16x30:22;12x20:21;9x20:18;16x20:17;15x20:16,16x30:22;12x20:21;9x20:18;16x20:17;15x20:16,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",5183,,0.943628,1066,18910,0.845413,0,5183,Output preserves input and adds missing pattern cells.
task086,86,mask_object_selection,low,same_shape_nonlocal_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,10x10:96;12x12:90;11x11:80,10x10:96;12x12:90;11x11:80,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":3,""2"":7,""3"":1,""4"":6,""5"":8,""6"":4,""7"":2,""8"":3,""9"":8}",9559,,0.933794,479,7235,0.0,6373,9983,"Same shape; cells/objects are kept, removed, or highlighted."
task087,87,geometric_transform,high,fixed_geometric_rot180,4,1,261,266,same_shape_variable_size,266,0,0,0,3x3:266,3x3:266,123456789,123456789,,"[1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,"{""1"":2,""2"":1,""3"":3,""4"":2,""5"":8,""6"":7,""7"":6,""8"":2,""9"":2}",2100,rot180,0.985185,8,540,0.397661,0,1442,Output matches a fixed rotate/flip/transpose/shift transform.
task088,88,cropping_extraction,medium,shape_shrinks,4,1,262,267,shrinks,0,0,267,0,17x9:5;12x18:4;10x12:4;10x9:4;9x8:4,3x5:9;8x4:9;4x4:8;10x4:8;4x7:8,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task089,89,pattern_completion,low,mostly_preserves_input_adds_or_changes,4,1,262,267,same_shape_variable_size,267,0,0,0,13x13:267,13x13:267,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",2165,,0.925049,760,10140,1.0,2165,2165,Output preserves input and adds missing pattern cells.
task090,90,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,4,1,262,267,same_shape_variable_size,267,0,0,0,4x21:13;2x20:11;4x29:11;4x24:10;4x22:10,4x21:13;2x20:11;4x29:11;4x24:10;4x22:10,015,0156,6,"[0,1,5]","[0,1,5,6]",[6],False,False,"{""0"":0,""1"":1,""5"":5}",2984,,0.909534,483,5339,1.0,2984,2984,Same shape; input is mostly preserved while new fill or marking cells are added.
task091,91,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,13x10:11;11x13:10;14x11:10;9x9:8;12x9:8,4x6:9;5x5:7;3x10:7;3x8:7;5x7:6,058,058,,"[0,5,8]","[0,5,8]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task092,92,pattern_completion,low,mostly_preserves_input_adds_or_changes,2,1,262,265,same_shape_variable_size,265,0,0,0,30x20:39;20x10:36;30x10:32;10x30:31;20x30:29,30x20:39;20x10:36;30x10:32;10x30:31;20x30:29,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",8640,,0.917273,2002,24200,1.0,8640,8640,Output preserves input and adds missing pattern cells.
task093,93,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,261,265,same_shape_variable_size,265,0,0,0,14x14:265,14x14:265,0123456789,05,,"[0,1,2,3,4,5,6,7,8,9]","[0,5]",[],False,False,"{""0"":0,""1"":0,""2"":0,""3"":0,""4"":0,""5"":5,""6"":0,""7"":0,""8"":0,""9"":0}",1792,,0.958929,483,11760,0.878903,1395,3187,Output preserves input and adds missing pattern cells.
task094,94,pattern_completion,low,mostly_preserves_input_adds_or_changes|new_output_colors,2,1,262,265,same_shape_variable_size,265,0,0,0,15x15:265,15x15:265,18,168,6,"[1,8]","[1,6,8]",[6],False,False,"{""1"":1,""8"":8}",10834,,0.87637,1669,13500,0.818298,0,10834,Output preserves input and adds missing pattern cells.
task095,95,fill_enclosed_regions,medium,adds_new_color_preserves_input|local_3x3_consistent|new_output_colors,2,1,262,265,same_shape_variable_size,265,0,0,0,9x9:265,9x9:265,05,015,1,"[0,5]","[0,1,5]",[1],False,False,"{""0"":0,""5"":5}",7368,,1.0,0,4860,1.0,7368,7368,Same shape; input is mostly preserved while new fill or marking cells are added.
task096,96,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,18x18:11;18x15:10;15x17:9;17x15:9;17x14:9,9x9:96;7x7:90;11x11:80,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task097,97,same_shape_local_rule,medium,local_3x3_consistent,4,1,262,267,same_shape_variable_size,267,0,0,0,17x14:5;13x10:5;20x7:4;15x8:4;19x6:4,17x14:5;13x10:5;20x7:4;15x8:4;19x6:4,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":0,""2"":2,""3"":3,""4"":4,""5"":0,""6"":6,""7"":7,""8"":8,""9"":9}",2019,,1.0,0,9895,0.528738,0,1976,Same shape; output appears explainable by local neighborhoods.
task098,98,same_shape_local_rule,medium,local_3x3_consistent,3,1,262,266,same_shape_variable_size,266,0,0,0,10x10:9;12x14:8;20x20:8;17x17:8;8x6:8,10x10:9;12x14:8;20x20:8;17x17:8;8x6:8,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",4975,,1.0,0,11899,0.709557,0,4975,Same shape; output appears explainable by local neighborhoods.
task099,99,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,261,265,same_shape_variable_size,265,0,0,0,10x10:265,10x10:265,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",5169,,0.9255,447,6000,1.0,5169,5169,Output preserves input and adds missing pattern cells.
task100,100,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,10x10:266,2x2:266,0123456789,123456789,,"[0,1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task101,101,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,14x12:151;17x14:114;17x21:1,14x12:151;17x14:114;17x21:1,012,012,,"[0,1,2]","[0,1,2]",[],False,False,"{""0"":0,""1"":1,""2"":2}",3661,,0.925377,876,11739,1.0,3661,3661,Output preserves input and adds missing pattern cells.
task102,102,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,4,1,262,267,same_shape_variable_size,267,0,0,0,12x12:267,12x12:267,05,025,2,"[0,5]","[0,2,5]",[2],False,False,"{""0"":0,""5"":5}",978,,0.950463,428,8640,1.0,978,978,Same shape; input is mostly preserved while new fill or marking cells are added.
task103,103,cropping_extraction,medium,shape_shrinks|new_output_colors,6,2,215,223,shrinks,0,0,223,0,3x3:223,1x1:223,02,17,17,"[0,2]","[1,7]","[1,7]",False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task104,104,expansion_tiling,medium,shape_expands,2,1,4,7,expands,0,7,0,0,3x3:7,9x9:7,023,03,,"[0,2,3]","[0,3]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task105,105,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,11x13:71;12x13:58;13x13:52;10x13:42;9x13:22,11x13:71;12x13:58;13x13:52;10x13:42;9x13:22,01,012,2,"[0,1]","[0,1,2]",[2],False,False,"{""0"":0,""1"":1}",2137,,0.975691,219,9009,1.0,2137,2137,Same shape; input is mostly preserved while new fill or marking cells are added.
task106,106,expansion_tiling,medium,shape_expands,3,1,262,266,expands,0,266,0,0,3x3:134;2x2:132,6x6:134;4x4:132,123456789,123456789,,"[1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task107,107,expansion_tiling,medium,shape_expands|new_output_colors,3,1,262,266,expands,0,266,0,0,5x5:266,20x20:103;25x25:67;15x15:61;10x10:18;30x30:17,013456789,0123456789,2,"[0,1,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[2],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task108,108,expansion_tiling,medium,shape_expands,3,1,262,266,expands,0,266,0,0,10x10:266,20x20:266,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task109,109,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,7x7:79;11x11:75;9x9:58;13x13:54,6x6:79;10x10:75;8x8:58;12x12:54,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task110,110,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,29x29:266,29x29:266,0123456789,123456789,,"[0,1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":2,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",11235,,0.972255,1400,50460,1.0,15426,15426,Output preserves input and adds missing pattern cells.
task111,111,cropping_extraction,medium,shape_shrinks,3,1,261,265,shrinks,0,0,265,0,10x10:265,3x3:265,0123456789,012346789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task112,112,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,27x22:4;18x15:4;15x21:3;20x15:3;25x12:3,27x22:4;18x15:4;15x21:3;20x15:3;25x12:3,023,023,,"[0,2,3]","[0,2,3]",[],False,False,"{""0"":0,""2"":2,""3"":3}",4275,,0.96174,918,23994,1.0,4275,4275,Output preserves input and adds missing pattern cells.
task113,113,pattern_completion,low,mostly_preserves_input_adds_or_changes,2,1,262,265,same_shape_variable_size,265,0,0,0,10x6:38;10x3:37;10x2:34;10x4:33;10x10:28,10x6:38;10x3:37;10x2:34;10x4:33;10x10:28,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",4616,,0.697977,1045,3460,1.0,4616,4616,Output preserves input and adds missing pattern cells.
task114,114,expansion_tiling,medium,shape_expands,3,1,262,266,expands,0,266,0,0,3x2:73;2x3:65;3x3:65;2x2:63,5x4:73;4x5:65;5x5:65;4x4:63,012348,012348,,"[0,1,2,3,4,8]","[0,1,2,3,4,8]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task115,115,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,14x14:6;13x15:5;15x11:5;18x13:4;10x14:4,1x3:75;1x4:66;3x1:63;4x1:62,123456789,123456789,,"[1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task116,116,expansion_tiling,medium,shape_expands,4,1,262,267,expands,0,267,0,0,3x4:267,6x4:267,123456789,123456789,,"[1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task117,117,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,261,265,same_shape_variable_size,265,0,0,0,12x12:81;14x14:75;13x13:56;15x15:53,12x12:81;14x14:75;13x13:56;15x15:53,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",4305,,0.892958,1175,10977,1.0,4305,4305,Output preserves input and adds missing pattern cells.
task118,118,pattern_completion,low,mostly_preserves_input_adds_or_changes|new_output_colors,4,1,262,267,same_shape_variable_size,267,0,0,0,15x14:7;18x15:6;11x10:6;19x21:6;22x20:6,15x14:7;18x15:6;11x10:6;19x21:6;22x20:6,025,0258,8,"[0,2,5]","[0,2,5,8]",[8],False,False,"{""0"":0,""2"":2,""5"":5}",2600,,0.985087,273,18306,0.944535,0,2600,Output preserves input and adds missing pattern cells.
task119,119,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,12x12:266,12x12:266,028,0238,3,"[0,2,8]","[0,2,3,8]",[3],False,False,"{""0"":0,""2"":2,""8"":8}",2534,,0.928935,614,8640,1.0,2534,2534,Same shape; input is mostly preserved while new fill or marking cells are added.
task120,120,same_shape_local_rule,medium,local_3x3_consistent|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,15x13:28;14x12:24;12x14:23;12x12:23;14x14:20,15x13:28;14x12:24;12x14:23;12x12:23;14x14:20,0123,01238,8,"[0,1,2,3]","[0,1,2,3,8]",[8],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3}",4929,,1.0,0,10374,0.693718,0,4929,Same shape; output appears explainable by local neighborhoods.
task121,121,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,13x13:266,3x3:266,0123456789,012345679,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task122,122,mask_object_selection,low,same_shape_nonlocal_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,7x7:14;8x8:14;11x11:10;9x9:9;8x9:8,7x7:14;8x8:14;11x11:10;9x9:9;8x9:8,023,023,,"[0,2,3]","[0,2,3]",[],False,False,"{""0"":0,""2"":0,""3"":3}",2128,,0.95361,417,8989,0.666081,1330,2660,"Same shape; cells/objects are kept, removed, or highlighted."
task123,123,expansion_tiling,medium,shape_expands,3,1,261,265,expands,0,265,0,0,5x5:265,10x10:265,0123456789,123456789,,"[0,1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task124,124,expansion_tiling,medium,shape_expands,3,2,262,267,expands,0,267,0,0,7x10:83;8x10:78;6x10:69;5x10:37,10x10:267,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task125,125,mask_object_selection,low,same_shape_nonlocal_changes|new_output_colors,2,1,262,265,same_shape_variable_size,265,0,0,0,15x15:265,15x15:265,68,3468,34,"[6,8]","[3,4,6,8]","[3,4]",False,False,"{""6"":6,""8"":8}",18680,,0.98237,238,13500,0.686709,0,18680,"Same shape; cells/objects are kept, removed, or highlighted."
task126,126,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,7x10:9;8x14:7;10x17:6;10x14:6;5x5:5,7x10:9;8x14:7;10x17:6;10x14:6;5x5:5,012356789,0123456789,4,"[0,1,2,3,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[4],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",770,,0.966438,186,5542,1.0,770,770,Same shape; input is mostly preserved while new fill or marking cells are added.
task127,127,same_shape_local_rule,medium,local_3x3_consistent|new_output_colors,4,1,262,267,same_shape_variable_size,267,0,0,0,7x11:202;3x11:65,7x11:202;3x11:65,012345,56789,6789,"[0,1,2,3,4,5]","[5,6,7,8,9]","[6,7,8,9]",False,False,"{""0"":6,""1"":6,""2"":7,""3"":8,""4"":9,""5"":5}",8496,,1.0,0,3520,0.781623,11256,12663,Same shape; output appears explainable by local neighborhoods.
task128,128,mask_object_selection,low,same_shape_nonlocal_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,15x15:266,15x15:266,0124,0124,,"[0,1,2,4]","[0,1,2,4]",[],False,False,"{""0"":0,""1"":0,""2"":0,""4"":0}",7681,,0.906519,1262,13500,0.0,7681,15362,"Same shape; cells/objects are kept, removed, or highlighted."
